-5.0254,7.6765,7.6741
8.8391,-7.7764,-8.5595
8.1816,9.282,-6.3008
-4.9805,8.4582,2.9511
-7.979,-2.1443,-7.7479
-2.7529,9.887,-7.3389
8.4726,-7.5404,1.0976
6.9054,-4.4749,4.8037
-4.8376,7.9071,7.3055
-4.4876,-6.0648,-0.92019
-4.0344,-0.4527,9.1638
-8.3717,-7.0287,0.2483
-6.6333,0.64654,9.227
2.2887,-8.3649,-1.373
-0.15207,-1.9211,3.3529
-1.7619,6.6257,-2.4438
0.31408,5.5062,8.9727
7.7473,-5.3406,-0.6502
9.102,2.18,-1.2328
-4.8865,-7.2914,-1.5901
-5.3267,8.3634,1.6729
-8.5969,9.4717,-9.9022
-4.806,6.1892,-8.4665
-6.5157,-2.2592,-7.0062
-9.4488,-1.6336,8.5352
-6.5106,-0.72291,2.427
5.6091,-9.2576,4.5465
8.4053,-3.1409,7.8996
4.4318,8.5542,0.7787
-4.0316,-9.6842,5.6059
2.6291,7.942,-4.9037
5.4037,-2.2468,-7.3157
-1.1499,-3.7946,-0.48442
2.3889,2.2772,-2.1346
1.475,5.447,1.5484
8.0548,-7.7635,-4.9806
5.0478,7.8461,-4.3083
-4.7009,6.2864,4.2584
-5.4127,5.3004,8.0565
3.872,-5.1092,5.8909
-5.3398,-4.797,-5.6123
2.4385,-8.5657,6.1176
-4.9013,-7.8799,7.7636
8.4084,-3.3153,-5.404
-3.9489,-1.2209,9.6696
6.9709,9.0305,5.0603
-5.4058,-3.0456,-3.0536
1.4419,1.5254,3.8453
-6.222,-8.6223,-0.3468
-1.5998,-2.8327,-4.2113
-2.4752,-7.6028,3.5502
-9.2193,7.4481,6.2866
-7.441,-0.49909,3.7774
5.0752,4.7995,-5.4111
-1.7478,-7.4913,6.3562
6.0817,4.0171,6.0563
3.398,9.661,6.2079
-2.3436,-5.2384,-2.3058
-0.10336,0.81411,-2.2649
9.0111,-8.4112,1.85
8.9589,7.553,-8.5129
-0.30034,-9.5581,-0.47463
4.2487,-9.5007,-2.9224
4.9966,-4.7423,-2.2497
0.21197,-9.5477,-4.6787
-1.0597,-7.7082,6.3638
5.3804,-1.4541,7.6662
-1.6875,9.0191,-0.78318
0.0017723,5.2497,-2.7493
-8.2504,-0.31447,-3.9339
8.0867,-2.473,-0.88995
-0.90544,-4.251,2.0686
1.9811,-1.7412,-7.2796
-8.5889,-8.3083,-2.0933
0.58881,1.1841,-1.2475
-5.5738,9.2229,8.2516
-2.2962,5.7641,8.5474
1.2,-3.209,7.7507
6.3007,-1.3155,-0.11288
-4.7432,0.20227,2.5678
4.5563,4.8476,-0.40634
-0.15914,-8.055,5.6866
-3.9151,-0.93961,-9.8242
-4.1918,-7.4135,5.273
-5.178,2.1266,-1.9574
-8.5367,-1.9905,-6.3081
1.6224,-2.2866,1.8242
2.4988,-7.3344,5.0654
-5.2952,0.21678,-8.4157
1.2859,-3.1742,6.0771
7.452,-3.5582,-7.2535
6.1532,-4.2568,-1.5603
-1.853,6.9644,-1.9975
-0.07551,-8.9149,5.3725
4.1278,8.6187,-4.1013
1.5584,8.5313,0.87147
5.0938,1.6183,-8.0963
9.0032,6.5578,-2.7115
-6.4595,3.525,-0.85827
5.7852,-8.6411,5.0237
-3.3007,1.7386,5.3236
1.2757,-6.73,-7.2925
-5.8622,-2.3455,-8.6879
4.8194,-7.7797,-3.2657
9.6001,-8.9695,-6.5009
6.6666,-5.6065,3.0323
2.4102,-8.3293,7.923
-0.15786,8.3479,-7.7655
0.47153,7.4834,1.8031
8.6307,6.7384,-2.2633
-6.8331,0.038858,-3.7892
1.8102,8.4999,-6.1967
2.7601,-1.5157,-6.6408
8.1585,-5.6977,-1.6139
-4.612,-3.1336,6.3226
4.215,-1.0465,-5.5303
-2.9935,-1.8665,-3.5334
-2.7123,3.6598,7.1435
-8.3719,-0.16296,-4.4473
-3.4339,4.6787,-4.9868
-3.5114,9.7964,-1.8586
-9.4084,-7.3387,1.8003
0.99135,5.3071,0.010675
4.1349,-1.4424,9.2676
-0.029984,2.2219,-8.3457
0.54609,-4.8804,-3.2841
-7.8837,7.8809,-7.3004
3.6949,0.46691,6.1377
-0.57715,-3.0181,-5.3157
-5.4146,-0.96247,-3.7389
7.1144,3.1278,-7.323
1.3039,2.5543,1.2495
9.9833,9.9193,8.7129
-8.4581,4.6412,8.2561
0.30003,-9.6986,-6.6781
-3.9209,-1.6727,-0.72275
7.2322,3.7232,-1.9324
-6.7645,8.6765,2.3281
-9.9723,-7.3221,6.1546
-1.1403,6.8336,8.0373
3.5431,-5.288,-5.218
9.3582,5.6906,8.0459
2.4022,6.67,3.7023
-6.1929,-1.6778,-2.7484
-2.7566,-3.5934,-0.64176
5.6011,3.8933,-6.0488
-3.4051,-2.8028,7.1859
-6.7152,9.3388,5.4193
-4.2986,-6.4859,-4.4787
-9.1932,8.4472,-6.0879
5.1024,-2.3801,7.679
-4.2943,0.79284,-8.9476
5.2899,-8.7367,-9.9869
6.8514,4.5283,6.1049
-0.89964,9.9891,-0.62232
7.1678,1.965,7.3086
9.8286,6.0676,-0.91278
8.835,0.48044,-9.0889
9.5855,-1.7173,-7.5923
9.0131,-2.5229,-3.771
9.2777,-7.8914,1.1435
3.9587,-1.3284,-4.738
-6.8763,9.075,-0.74056
2.9352,0.14079,-7.183
9.8145,6.8355,-5.7615
-5.1142,-6.8879,0.091359
3.6353,2.6489,2.2347
-7.4148,2.8215,-2.9641
9.9637,-1.8567,8.6823
-1.6028,-4.7184,6.0603
-2.9864,-0.62322,-8.845
-5.8682,3.2578,-1.1999
7.0032,7.2679,3.0391
2.2481,-6.0701,-8.0902
1.5067,-2.5546,1.8732
-5.039,-8.6064,-5.3153
-7.3299,1.6643,-8.6386
-8.7007,2.5992,1.3382
2.1451,0.19438,0.62309
4.5919,6.2815,7.9746
-1.502,-0.89569,-3.461
-8.02,-7.1086,5.9502
-8.2145,0.68137,-2.6416
0.59039,-5.8667,4.8943
-3.2806,-2.9792,4.7482
3.2279,-0.0098869,3.8563
9.0779,4.4549,-1.6451
-9.0202,5.4863,4.0109
-7.575,4.4169,3.1724
2.1646,-7.7553,-0.89232
-4.0761,7.3726,6.1136
4.3749,6.5575,-5.8359
-0.30371,4.6048,4.18
9.0832,-6.8777,4.6573
-2.8245,-8.0215,7.986
4.5025,7.3705,2.7469
1.8593,-3.4425,3.3469
4.0345,-4.7249,0.0876
-4.2783,-0.11004,6.3888
1.0073,-8.8354,-7.0994
-9.8559,-9.5396,-3.6611
9.0178,7.4381,-0.90843
-1.2353,6.8685,-2.0708
-2.8771,9.4046,-3.806
-7.9612,-6.8114,-8.6753
-5.2524,-2.121,3.2233
-4.0583,3.3639,7.0758
-0.42874,-5.3188,7.1199
-1.6997,0.51246,-5.3314
-8.8763,0.080934,-7.0184
1.7787,-3.9896,6.5545
-8.6599,5.3295,-9.7591
-4.4234,1.6636,7.9352
8.627,-9.2163,-8.4966
4.0331,8.2992,-4.709
3.6739,0.30689,-3.1298
-2.8754,6.5838,-7.4472
1.9187,-9.3221,-0.83874
6.4142,6.6337,6.7038
5.5803,7.8485,9.8769
5.0183,5.8263,-4.5677
0.63079,7.2772,-4.5591
4.9038,3.1304,-3.6619
-5.6456,-3.9208,-6.1761
0.37104,-1.0923,6.8302
6.2529,2.7775,4.6042
-4.4612,3.9838,-3.306
0.073511,-1.9377,8.8047
3.0478,-6.8286,-2.5755
-8.3752,-5.0937,4.758
